customer_id,age,region,monthly_income_tzs,loan_amount_tzs,mobile_money_tx_30d,previous_defaults,days_late_avg,is_default
TZ-LOAN-10107,61.0,Mwanza,1367632.8905821978,250000,30,1,6.973598813591701,0
TZ-LOAN-10108,25.0,Arusha,20193.120674292324,250000,25,0,,1
TZ-LOAN-10109,41.0,Dodoma,854966.9044366424,100000,25,0,2.5674933149254446,0
TZ-LOAN-10110,28.0,Dar es Salaam,615559.3253722809,1000000,26,1,0.7691477890130878,0
TZ-LOAN-10111,68.0,Mbeya,820031.5178552539,1500000,22,0,0.7160253248052562,0
TZ-LOAN-10112,34.0,Dar es Salaam,452788.2338015827,250000,31,0,6.226185500999167,0
TZ-LOAN-10113,25.0,Dar es Salaam,635310.4907424649,250000,28,2,3.779999695664226,0
TZ-LOAN-10114,52.0,Arusha,863423.1738396485,100000,29,0,4.593340383578111,0
TZ-LOAN-10115,52.0,Arusha,1583873.0603131521,500000,21,0,6.587280795723254,0
TZ-LOAN-10116,50.0,Dar es Salaam,892410.8568206214,250000,28,1,1.6233552518868044,0
TZ-LOAN-10117,22.0,Dar es Salaam,395580.3205908474,50000,27,0,2.5654906752632183,0
TZ-LOAN-10118,59.0,Dar es Salaam,522872.095393189,1500000,20,1,4.667223733756137,1
TZ-LOAN-10119,56.0,Mbeya,513975.7674848438,1500000,22,0,0.5081096832980857,1
TZ-LOAN-10120,58.0,Arusha,111307.0482109955,1000000,25,0,8.950426792526354,1
TZ-LOAN-10121,45.0,Dodoma,550972.9424895688,250000,34,0,2.1037792713719345,0
TZ-LOAN-10122,24.0,Arusha,869848.7245465235,100000,23,2,5.375743384728192,0
TZ-LOAN-10123,26.0,Dar es Salaam,267730.3642769615,50000,29,1,27.091027671121783,0
TZ-LOAN-10124,25.0,Dodoma,964544.7953151778,100000,28,0,3.2252381347718444,0
TZ-LOAN-10125,29.0,Dodoma,796332.4463253014,250000,31,0,1.2106664097201545,0
TZ-LOAN-10126,51.0,Dodoma,429730.00340868864,50000,35,0,1.2194960802659633,0
TZ-LOAN-10127,50.0,Arusha,607541.1087986458,1000000,25,0,0.31137856908285044,0
TZ-LOAN-10128,65.0,Dar es Salaam,1129496.54229231,1000000,26,3,7.285350554876021,1
TZ-LOAN-10129,40.0,Dar es Salaam,870064.3440517597,1000000,21,0,1.7366744920592172,0
TZ-LOAN-10130,41.0,Mwanza,652635.0964694443,500000,26,2,0.9480951688569899,0
TZ-LOAN-10131,54.0,Mbeya,578695.0049117047,100000,23,0,6.25350606863752,0
TZ-LOAN-10132,52.0,Arusha,672982.7211354979,250000,25,0,1.8490660960864889,0
TZ-LOAN-10133,61.0,Mwanza,496470.932617309,50000,33,0,4.587318943987229,0
TZ-LOAN-10134,57.0,Mwanza,18575.148284295574,1500000,24,0,2.7049313708290406,1
TZ-LOAN-10135,39.0,Mwanza,1262653.3731604193,1500000,33,0,2.033474792919899,0
TZ-LOAN-10136,44.0,Arusha,696597.4997598204,100000,21,1,3.3611336906613243,0
TZ-LOAN-10137,52.0,Mbeya,769444.1795367611,250000,20,0,1.8828814816806663,0
TZ-LOAN-10138,18.0,Dodoma,632627.6750369273,500000,21,0,10.222879148291453,0
TZ-LOAN-10139,52.0,Mbeya,429464.95978262357,250000,29,0,0.379225963528736,0
TZ-LOAN-10140,54.0,Mbeya,594222.6557153688,100000,29,1,0.15308798130735418,0
TZ-LOAN-10141,64.0,Dar es Salaam,170181.5713417066,250000,25,2,2.6076892043819475,1
TZ-LOAN-10142,31.0,Mwanza,1333125.9494159913,1500000,27,0,0.9488076342388745,0
TZ-LOAN-10143,20.0,Mwanza,279646.4004732812,1500000,27,2,6.807549349564638,1
TZ-LOAN-10144,18.0,Dodoma,340410.11484584614,50000,24,0,2.180399298676688,0
TZ-LOAN-10145,22.0,Dar es Salaam,517922.23868407984,500000,22,0,1.5152491842325255,0
TZ-LOAN-10146,43.0,Dodoma,1036422.7174557133,1500000,18,2,2.2266055280411754,1
TZ-LOAN-10147,31.0,Arusha,654352.6997787963,50000,25,0,1.2389997577561367,0
TZ-LOAN-10148,56.0,Dar es Salaam,279159.2611908613,500000,23,0,1.7808930428093352,0
TZ-LOAN-10149,44.0,Mwanza,1026301.5082272019,1500000,12,1,4.196478148377322,1
TZ-LOAN-10150,26.0,Dodoma,869300.1880356444,500000,22,0,9.976698652013697,0
TZ-LOAN-10151,32.0,Dar es Salaam,811530.4871649357,250000,31,0,2.317081736859585,0
TZ-LOAN-10152,32.0,Dar es Salaam,864720.2723512521,50000,27,0,1.9332543841319485,0
TZ-LOAN-10153,43.0,Mbeya,1368308.5701747353,500000,30,0,7.611484104901219,0
TZ-LOAN-10154,59.0,Dar es Salaam,1305528.4685108336,500000,25,1,0.11340839510095119,0
TZ-LOAN-10155,30.0,Dar es Salaam,443985.3970990114,250000,27,2,1.798227654631566,0
TZ-LOAN-10156,68.0,Mwanza,1137165.4978433456,1500000,20,0,3.0089587664928708,0
TZ-LOAN-10157,49.0,Arusha,764950.45692767,1500000,26,3,4.589731468417037,1
TZ-LOAN-10158,56.0,Dodoma,799728.7448413249,100000,24,0,0.8483784481254646,0
TZ-LOAN-10159,66.0,Arusha,142318.75050700142,100000,21,0,2.835696073334639,0
TZ-LOAN-10160,69.0,Dar es Salaam,598884.2703835412,1500000,27,0,4.177016523251417,1
TZ-LOAN-10161,49.0,Mwanza,406152.9228990305,1000000,23,0,3.569305791479797,1
TZ-LOAN-10162,21.0,Mwanza,898417.6444679927,1000000,20,2,4.273051902934972,1
TZ-LOAN-10163,47.0,Mwanza,971324.1501208416,500000,18,1,5.42944192173366,0
TZ-LOAN-10164,54.0,Mwanza,27654.094695106614,1500000,28,1,,1
TZ-LOAN-10165,40.0,Mbeya,643389.5407987188,100000,21,0,0.32875356720137333,0
TZ-LOAN-10166,56.0,Dar es Salaam,986558.4514382756,500000,26,1,0.285795916704918,0
TZ-LOAN-10167,62.0,Mbeya,593996.3113059665,50000,24,0,9.784868268433618,0
TZ-LOAN-10168,32.0,Mbeya,868719.0935007094,100000,14,0,5.657008418298411,0
TZ-LOAN-10169,60.0,Dar es Salaam,755349.6402881253,100000,29,2,7.223531666751018,0
TZ-LOAN-10170,46.0,Mwanza,752498.069585788,100000,19,0,13.2116367466479,0
TZ-LOAN-10171,53.0,Dodoma,568605.5065795108,1000000,22,0,6.942371743949134,0
TZ-LOAN-10172,30.0,Mwanza,-150000.0,250000,23,0,5.893170594534551,0
TZ-LOAN-10173,49.0,Mwanza,313540.95577249175,250000,31,2,5.3320597302845,0
TZ-LOAN-10174,24.0,Mbeya,862805.7543365952,1000000,24,0,1.4958954508603535,0
TZ-LOAN-10175,68.0,Arusha,655837.476655665,1500000,23,0,15.767087667162121,1
TZ-LOAN-10176,39.0,Mwanza,608446.3266178325,1500000,24,0,3.9049142102496326,1
TZ-LOAN-10177,45.0,Dar es Salaam,522832.98730329424,1000000,22,0,1.2556186977211263,0
TZ-LOAN-10178,19.0,Dar es Salaam,558443.3463557744,1000000,25,0,1.1775118586532238,0
TZ-LOAN-10179,59.0,Dar es Salaam,964073.5383464418,1500000,24,0,8.444189236615237,0
TZ-LOAN-10180,62.0,Mbeya,549426.775439592,250000,37,0,1.4398012320680493,0
TZ-LOAN-10181,23.0,Dodoma,247680.58600952936,500000,22,0,0.21154465291311686,0
TZ-LOAN-10182,45.0,Dodoma,873095.532662052,1000000,31,0,2.796686520881284,0
TZ-LOAN-10183,45.0,Dodoma,588537.0008405849,500000,24,0,8.500930076923336,0
TZ-LOAN-10184,61.0,Mwanza,659418.7596598329,500000,17,1,2.6759300595422437,0
TZ-LOAN-10185,61.0,Mwanza,1132273.4919198533,50000,36,0,8.136675010952715,0
TZ-LOAN-10186,37.0,Arusha,643831.8327948479,250000,29,0,8.778419708844748,0
TZ-LOAN-10187,47.0,Arusha,736755.1019356176,500000,15,2,9.749340554944158,1
TZ-LOAN-10188,28.0,Arusha,296322.9526105024,250000,25,0,4.4445919887100755,0
TZ-LOAN-10189,45.0,Mbeya,584099.164294712,250000,24,0,6.011051295482553,0
TZ-LOAN-10190,42.0,Dodoma,832857.8135625804,50000,24,0,1.51810249069392,0
TZ-LOAN-10191,56.0,Mwanza,183387.8798476273,1500000,19,0,0.5251247654728343,1
TZ-LOAN-10192,50.0,Arusha,710253.5279347128,250000,28,0,3.8047808103929355,0
TZ-LOAN-10193,18.0,Mbeya,680237.3217934419,500000,25,1,0.05319139479592696,0
TZ-LOAN-10194,44.0,Arusha,662386.2366762318,1500000,25,0,3.1343432233107653,0
TZ-LOAN-10195,69.0,Mwanza,961147.669597473,1500000,27,0,0.5384473504489478,0
TZ-LOAN-10196,30.0,Arusha,750331.5544545564,100000,19,1,0.5738022278420185,0
TZ-LOAN-10197,58.0,Mbeya,1093421.5695069332,500000,21,0,10.231326679256664,0
TZ-LOAN-10198,20.0,Mbeya,,500000,23,0,5.115458537844496,0
TZ-LOAN-10199,56.0,Arusha,690777.3701655044,250000,27,0,5.181488517958847,0
TZ-LOAN-10200,23.0,Mwanza,675340.0359169842,500000,25,0,2.591573615047556,0
TZ-LOAN-10201,25.0,Mbeya,,100000,24,0,2.665819067897079,0
TZ-LOAN-10202,44.0,Dodoma,936888.5006274038,250000,20,0,1.8056219460573122,0
TZ-LOAN-10203,26.0,Mbeya,1347401.9917558455,1000000,22,2,,0
TZ-LOAN-10204,54.0,Dar es Salaam,644898.1776548506,500000,22,0,,0
TZ-LOAN-10205,50.0,Arusha,801506.3264821301,500000,21,1,1.0325941653129507,0
TZ-LOAN-10206,68.0,Dodoma,675355.5427445981,50000,23,0,1.5169130631594059,0
TZ-LOAN-10207,59.0,Mwanza,435924.5990278473,1000000,25,0,3.4135485664216123,0
TZ-LOAN-10208,61.0,Dodoma,103771.9166593951,1000000,21,0,2.4288792124455933,1
TZ-LOAN-10209,41.0,Mbeya,438267.9550713905,100000,26,0,8.55974893246893,0
TZ-LOAN-10210,32.0,Mbeya,232412.48571448063,1000000,21,0,8.621074988981887,1
TZ-LOAN-10211,49.0,Dar es Salaam,1161230.6234177353,50000,16,3,2.047305714386058,0
TZ-LOAN-10212,49.0,Dodoma,615467.0918230283,100000,24,2,2.9964200541510166,0
TZ-LOAN-10213,41.0,Mbeya,546224.2012858487,1000000,31,0,18.77242564114962,0
TZ-LOAN-10214,58.0,Mwanza,916746.1474363417,100000,36,0,8.786097022521972,0
TZ-LOAN-10215,69.0,Mwanza,313474.6691432336,1000000,27,0,1.2145660507882883,1
TZ-LOAN-10216,66.0,Dodoma,419940.7885986343,1000000,17,1,1.6441107073502423,1
TZ-LOAN-10217,66.0,Dodoma,670421.6807745863,1500000,29,0,0.4358587942049381,0
TZ-LOAN-10218,69.0,Dar es Salaam,958630.6974270442,1000000,23,0,5.663273188441824,0
TZ-LOAN-10219,29.0,Dodoma,800505.5135506365,500000,28,0,1.9055356846003277,0
TZ-LOAN-10220,56.0,Mwanza,724497.5427547647,1000000,30,0,3.8457714051060767,0
TZ-LOAN-10221,19.0,Dodoma,673435.3205708049,500000,22,0,7.308156897912075,0
TZ-LOAN-10222,20.0,Mbeya,770070.7566580325,250000,25,2,9.040513497538875,0
TZ-LOAN-10223,66.0,Mbeya,710495.8715387764,1500000,25,0,1.9679125141761964,0
TZ-LOAN-10224,54.0,Dodoma,341008.31756691926,50000,23,0,1.3541046987921685,0
TZ-LOAN-10225,66.0,Arusha,663823.7664899454,100000,22,3,9.437048830519565,1
TZ-LOAN-10226,34.0,Dodoma,,100000,25,0,2.400438002812901,0
TZ-LOAN-10227,66.0,Dar es Salaam,674324.7628702471,250000,26,1,8.629806407183674,0
TZ-LOAN-10228,19.0,Mwanza,505805.6175535276,1000000,27,0,0.8112016100414544,0
TZ-LOAN-10229,19.0,Mwanza,1411814.4868348585,50000,24,0,12.146947832279697,0
TZ-LOAN-10230,45.0,Dodoma,638031.6848744864,250000,16,0,3.2997774227643353,0
TZ-LOAN-10231,40.0,Arusha,228728.1301215234,250000,18,0,0.9324515097621567,0
TZ-LOAN-10232,54.0,Mwanza,609745.9367969226,100000,20,0,3.829322219199533,0
TZ-LOAN-10233,49.0,Arusha,805807.6236913664,500000,27,0,10.201718870007191,0
TZ-LOAN-10234,50.0,Mwanza,1152009.183845757,500000,26,0,2.4659524440815286,0
TZ-LOAN-10235,18.0,Mbeya,473164.28001838445,1000000,19,1,0.9804485635825888,1
TZ-LOAN-10236,36.0,Dar es Salaam,175271.60779290798,1000000,21,0,4.296671975412098,1
TZ-LOAN-10237,19.0,Mwanza,895051.1034292944,250000,27,0,8.992926911761197,0
TZ-LOAN-10238,61.0,Dodoma,235820.38823010464,1000000,22,0,0.6468646894647065,1
TZ-LOAN-10239,43.0,Mbeya,519153.3675477545,500000,30,1,0.21145029368763435,0
TZ-LOAN-10240,49.0,Arusha,572713.8543467018,50000,18,0,0.28970032697713655,0
TZ-LOAN-10241,23.0,Dar es Salaam,629109.9640099675,100000,27,0,1.3099983327599114,0
TZ-LOAN-10242,49.0,Arusha,856749.3371223006,500000,28,0,0.036643956893730796,0
TZ-LOAN-10243,21.0,Arusha,444909.71531408373,1500000,24,1,2.7989657505770897,1
TZ-LOAN-10244,28.0,Mwanza,567881.2243499717,1000000,22,2,5.982494913878032,1
TZ-LOAN-10245,34.0,Mbeya,645718.8941151835,100000,21,0,6.19727784231912,0
TZ-LOAN-10246,55.0,Dar es Salaam,694879.3872556364,1500000,22,1,5.062790292552207,1
TZ-LOAN-10247,41.0,Mbeya,679348.1524123768,100000,20,0,1.7563062266754472,0
TZ-LOAN-10248,22.0,Mbeya,780801.7325667739,250000,19,0,6.657851202225368,0
TZ-LOAN-10249,69.0,Mwanza,903151.8528925212,1000000,29,1,4.295862045316968,0
TZ-LOAN-10250,51.0,Arusha,767790.2346952904,250000,26,0,9.872856814712716,0
TZ-LOAN-10251,23.0,Mbeya,,100000,28,0,3.2504912864210294,0
TZ-LOAN-10252,39.0,Arusha,175333.04997605667,250000,22,0,0.9931530055032405,0
TZ-LOAN-10253,28.0,Mbeya,665068.3097497041,1000000,34,1,5.0345361753840265,0
TZ-LOAN-10254,65.0,Dar es Salaam,793852.2644004826,500000,24,0,0.8172098907280592,0
TZ-LOAN-10255,33.0,Dodoma,868682.3583711351,50000,17,0,16.503798840242865,0
TZ-LOAN-10256,50.0,Dodoma,442294.7677298618,1500000,20,0,6.07491918203633,1
TZ-LOAN-10257,26.0,Dodoma,452288.2175334065,500000,24,0,7.059535676806046,0
TZ-LOAN-10258,23.0,Mwanza,477769.7974149205,100000,28,0,5.68575387544646,0
TZ-LOAN-10259,33.0,Mwanza,810924.1699674029,500000,26,2,0.5132629820451661,0
TZ-LOAN-10260,46.0,Arusha,960164.3164772626,250000,27,0,3.1302454968550917,0
TZ-LOAN-10261,20.0,Mwanza,527761.9678125195,1000000,29,0,5.26936936467402,0
TZ-LOAN-10262,37.0,Dodoma,922388.6940881147,500000,29,2,1.3026429268412134,0
TZ-LOAN-10263,53.0,Mwanza,-150000.0,500000,26,0,5.689397882317396,0
TZ-LOAN-10264,36.0,Dodoma,612714.2668512692,1000000,31,0,8.570811908691462,0
TZ-LOAN-10265,43.0,Mbeya,586584.7310546093,250000,27,0,1.6074352433916235,0
TZ-LOAN-10266,20.0,Dodoma,873983.4093806471,50000,32,2,1.1132389977581068,0
TZ-LOAN-10267,36.0,Dodoma,747673.3450361211,500000,19,0,10.73474806306834,0
TZ-LOAN-10268,37.0,Dar es Salaam,1332747.6282942912,1500000,27,0,,0
TZ-LOAN-10269,49.0,Dar es Salaam,394332.60710080276,100000,34,0,1.4768715661788645,0
TZ-LOAN-10270,24.0,Dar es Salaam,805430.5106089928,250000,21,0,2.610531713693698,0
TZ-LOAN-10271,69.0,Dar es Salaam,491239.6970565461,250000,29,0,5.577669049136286,0
TZ-LOAN-10272,58.0,Dodoma,389213.9039034068,500000,27,0,29.152674981460287,0
TZ-LOAN-10273,50.0,Arusha,646739.8588895084,1500000,27,0,2.3166767180394356,0
TZ-LOAN-10274,57.0,Dar es Salaam,691205.7438221108,1000000,20,0,14.860930959604783,0
TZ-LOAN-10275,150.0,Mwanza,1525452.0665180278,500000,30,0,2.2846416806540795,0
TZ-LOAN-10276,35.0,Mwanza,594756.2552950394,500000,22,0,5.945901387561873,0
TZ-LOAN-10277,57.0,Mwanza,310946.38115459494,1000000,30,0,0.9038159623199675,1
TZ-LOAN-10278,18.0,Dodoma,731903.2152483157,100000,23,0,3.084708592386311,0
TZ-LOAN-10279,28.0,Mbeya,27607.988736089552,1000000,25,0,10.250327125835552,1
TZ-LOAN-10280,45.0,Mbeya,622412.9652187203,500000,29,0,1.9282710812439843,0
TZ-LOAN-10281,42.0,Dar es Salaam,654807.5846885481,50000,27,0,0.5557897678662755,0
TZ-LOAN-10282,67.0,Mwanza,888380.1148835635,1000000,22,0,3.6981899778562157,0
TZ-LOAN-10283,40.0,Dar es Salaam,942086.674828354,100000,32,0,2.8949396146183664,0
TZ-LOAN-10284,48.0,Dodoma,498929.11432768474,1000000,27,0,1.303835299167749,0
TZ-LOAN-10285,47.0,Mwanza,604815.7956110201,1000000,30,0,11.801877563858902,0
TZ-LOAN-10286,59.0,Dar es Salaam,420163.7508167987,250000,22,0,4.6025824664561386,0
TZ-LOAN-10287,52.0,Arusha,311581.23355769186,250000,18,0,2.1322203420885835,0
TZ-LOAN-10288,24.0,Dodoma,742968.4338141903,500000,30,0,27.77410496091177,0
